sqrt_Elevation,sqrt_Horizontal_Distance_To_Fire_Points,sqrt_Horizontal_Distance_To_Roadways,log_slope,mean_Hillshade,aspect_Direction,Cover_Type
0.412572570468274,0.947574745282871,0.2720667552335973,0.3491668600960898,0.8765432098765433,2,5
0.4094517549592894,0.9434913302070613,0.23791547571544322,0.2767081898734263,0.8919753086419754,2,5
0.5186150984986102,0.9355767607758732,0.6793662204867574,0.579953601178403,0.8950617283950619,4,2
0.5090954655770907,0.9424297789086932,0.6696835463483011,0.7416177558924436,0.8672839506172841,4,2
0.412052685193936,0.9394662753909172,0.23822030028083793,0.2767081898734263,0.8858024691358026,2,5
0.40372085676403485,0.9286731730990523,0.09861155117999523,0.4901176516550783,0.8950617283950619,4,2
0.4177659260051912,0.9458376682120958,0.3031044022523122,0.5237502901441348,0.8271604938271605,2,5
0.41724703935890545,0.9437186501309014,0.28838170157885407,0.405370171130358,0.861111111111111,2,5
0.4234671216111463,0.9449300994745023,0.3109048547985387,0.579953601178403,0.8024691358024693,2,5
0.42087715740684006,0.9438701663316258,0.30382181012509996,0.6039594379983595,0.7839506172839508,2,5
0.42087715740684006,0.9432639555007335,0.3266134451081264,0.405370171130358,0.9413580246913582,5,5
0.5593345597458417,0.7611133813654699,0.8731605172156968,0.6258750499695162,0.9043209876543211,4,2
0.4874303985012982,0.9332812389702639,0.6830946401290265,0.7897389623232768,0.7623456790123457,4,2
0.4193219888934686,0.9424297789086932,0.33451652611033866,0.5237502901441348,0.9660493827160495,6,5
0.3637869837491899,0.8948747402853657,0.3127665771549063,0.405370171130358,0.9197530864197532,4,5
0.3595483584215631,0.8929550925823747,0.3303690156509491,0.5237502901441348,0.830246913580247,2,5
0.419840477696755,0.933664217868968,0.2968142411662067,0.1745834300480449,0.9228395061728397,7,5
0.37118831135815417,0.8954338623269736,0.293865682221024,0.5237502901441348,0.8364197530864198,3,5
0.3643163353553816,0.8926347499379558,0.3166863997110925,0.405370171130358,0.8796296296296297,1,5
0.3637869837491899,0.8912720091901205,0.32794385161384065,0.4512916199214712,0.8487654320987655,2,5
0.3627279632114128,0.8906299979350535,0.3336476505491701,0.579953601178403,0.808641975308642,3,5
0.5563748643366712,0.7862503533796459,0.8506805949361198,0.7279998097948975,0.9907407407407407,6,2
0.5005503366008522,0.9241195020108892,0.6961432213383856,0.8004584800175611,0.6635802469135804,4,5
0.3680188407998664,0.8923944174902688,0.30429914240705014,0.5534163797468526,0.8024691358024693,2,5
0.3659037562831182,0.8895857414340628,0.3259462055039732,0.579953601178403,0.808641975308642,1,5
0.35795712233619736,0.8863649280306535,0.353296727480975,0.4901176516550783,0.8981481481481481,4,5
0.3563649281555877,0.8857193598983735,0.3510300000824858,0.6039594379983595,0.9290123456790125,5,5
0.5965610513537942,0.6967678849412373,0.9266259784393716,0.7136032830194116,0.861111111111111,4,2
0.5221141978422552,0.8983038500139064,0.7298328734868421,0.1745834300480449,0.9104938271604939,4,2
0.4859125640758997,0.9288271436170794,0.6900705670568352,0.810740342260716,0.6697530864197532,4,5
0.4676333029708218,0.9357295953371763,0.6805402105895858,0.8649205849987093,0.5864197530864198,4,5
0.3738266522417619,0.8923944174902688,0.293865682221024,0.5237502901441348,0.8549382716049383,3,5
0.37224396189336284,0.8915928414572398,0.29900657967334693,0.4901176516550783,0.8734567901234569,3,5
0.3706603288124497,0.890148185620682,0.3090319169429024,0.4901176516550783,0.8425925925925926,2,5
0.370132241331326,0.889424977767541,0.3141556287433309,0.579953601178403,0.7932098765432101,2,5
0.5662285738498494,0.7671020717255224,0.8686609483861286,0.7545370312264479,0.6141975308641976,2,2
0.470688262433838,0.9335110451638328,0.6840500919537156,0.8481229852375862,0.6296296296296295,4,5
0.3680188407998664,0.8863649280306535,0.3237121407555931,0.5237502901441348,0.8456790123456791,3,5
0.4909687863513068,0.9266692283203639,0.6937414600214441,0.8649205849987093,0.47530864197530864,3,5
0.45895912360060775,0.9381715622240316,0.6779761567235468,0.6460354586790924,0.7993827160493828,1,5
0.4655947792946151,0.9899393819724417,0.5515514468738353,0.3491668600960898,0.8919753086419754,1,1
0.399022843289071,0.906386132691703,0.21918174788671693,0.2767081898734263,0.8981481481481481,1,2
0.3796218117075229,0.8910313091787481,0.2893865189145185,0.579953601178403,0.808641975308642,3,5
0.4676333029708218,0.9405311715189903,0.6751874437369011,0.8392845117511681,0.6481481481481481,1,5
0.4548676594346638,0.9675117240007668,0.490845069689323,0.4512916199214712,0.8919753086419754,4,2
0.377515939642797,0.8855578943314684,0.3109048547985387,0.5534163797468526,0.8209876543209879,3,5
0.37488125623104274,0.8847501244887072,0.3150782610639225,0.5237502901441348,0.8456790123456791,3,5
0.38120012479175663,0.8848309346568884,0.30926665447537643,0.4901176516550783,0.8672839506172841,3,5
0.36113863813919356,0.8752438323414601,0.3614195524432011,0.4901176516550783,0.8395061728395063,2,5
0.3563649281555877,0.8733629043889846,0.3428726929917567,0.5237502901441348,0.8549382716049383,3,5
0.47272302290906454,0.9292889021062628,0.6917511066951271,0.8649205849987093,0.5648148148148148,4,5
0.4859125640758997,0.9430365259722919,0.672710868737284,0.8206188887271374,0.7067901234567902,8,1
0.46406489503730314,0.9317477492078358,0.6890181483156107,0.2767081898734263,0.8888888888888888,3,1
0.36749022770152145,0.8726257854749432,0.35960791420568233,0.6820783610037844,0.7438271604938272,3,5
0.363257526389003,0.8718880433798597,0.36382103768210966,0.5237502901441348,0.830246913580247,3,5
0.47729575663514745,0.9364170421755879,0.6832008674277217,0.810740342260716,0.75,8,1
0.3621982941529487,0.8688485224121375,0.36739383407707316,0.6258750499695162,0.7746913580246915,3,5
0.35477177414701794,0.8674484148736179,0.35534484160971813,0.4512916199214712,0.8549382716049383,3,5
0.3563649281555877,0.8667887581889553,0.3491644598595733,0.405370171130358,0.8765432098765433,1,5
0.3563649281555877,0.8662111465005228,0.3428726929917567,0.4901176516550783,0.8395061728395063,2,5
0.35689576611100204,0.8638140692155611,0.3428726929917567,0.4512916199214712,0.8549382716049383,3,5
0.59169033853651,0.7083696081760579,0.9210488121531074,0.6258750499695162,0.8148148148148148,3,2
0.46865199918068856,0.9725975251592747,0.5418615443418869,0.5534163797468526,0.8395061728395063,3,2
0.3659037562831182,0.864062351108846,0.36739383407707316,0.5237502901441348,0.8209876543209879,2,5
0.3621982941529487,0.8627373553496708,0.35534484160971813,0.6820783610037844,0.7222222222222222,2,5
0.35848764073426376,0.8620740937829782,0.3491644598595733,0.6039594379983595,0.7932098765432101,2,5
0.3669615092912701,0.8609952040010103,0.3614195524432011,0.5237502901441348,0.830246913580247,2,5
0.5755581739736968,0.7619583850713768,0.878793869306958,0.6647010817031233,0.7592592592592592,1,1
0.48641860120164304,0.9778031274745218,0.5761339547510859,0.4901176516550783,0.8395061728395063,2,2
0.4353492137393593,0.9158814545774134,0.39810873644989986,0.5534163797468526,0.8209876543209879,3,2
0.5380548778516133,0.8418483881963004,0.8022102992956904,0.6460354586790924,0.9290123456790125,5,2
0.6188611568664404,0.6588994112521531,0.9615994175163477,0.6820783610037844,0.7098765432098767,2,2
0.5627836519236539,0.7877947833164551,0.8574779910177438,0.7136032830194116,0.7808641975308642,4,2
0.5415299238602227,0.8064518896776486,0.8396903154345313,0.579953601178403,0.8240740740740741,1,2
0.4291563478766685,0.8984630249686446,0.37327250869500167,0.6039594379983595,0.7839506172839508,2,2
0.5484672365834817,0.8327110503696306,0.8141527513110447,0.7416177558924436,0.756172839506173,4,2
0.5300958153678053,0.8847501244887072,0.7569705107442625,0.8481229852375862,0.7993827160493828,5,2
0.377515939642797,0.8495420658929855,0.3926021263418319,0.4512916199214712,0.8950617283950619,8,2
0.5206151179361153,0.9522415170343639,0.671523191130742,0.5237502901441348,0.8518518518518519,3,1
0.5365642629088084,0.8313360879449966,0.818242656546787,0.830124569620279,0.7932098765432101,4,2
0.5141098324262005,0.9638837736324483,0.6576555978177895,0.6039594379983595,0.8024691358024693,3,1
0.48945288670636594,0.9712733618152736,0.5950936309591354,0.7136032830194116,0.8580246913580248,4,2
0.5400411415880063,0.9104003673268309,0.7325126251531152,0.830124569620279,0.580246913580247,1,1
0.5365642629088084,0.9219505680853229,0.7180040064411913,0.6820783610037844,0.7376543209876545,1,1
0.3817260216782875,0.8387000079991077,0.40533453008251513,0.5237502901441348,0.8209876543209879,2,2
0.5464868807408153,0.9107144609595421,0.7333047450116518,0.7279998097948975,0.7129629629629629,1,1
0.5256089431331279,0.8437148285141797,0.8104900057044995,0.830124569620279,0.6543209876543211,1,2
0.5171141475815181,0.9609120268536153,0.6690330522206773,0.5237502901441348,0.8395061728395063,1,2
0.512105163852457,0.9719356689920092,0.6534490384594428,0.6039594379983595,0.7932098765432101,2,2
0.4889474028283835,0.958751750561593,0.5921597085790633,0.6258750499695162,0.8981481481481481,8,2
0.3696040488521913,0.829441792999176,0.39628170185849665,0.4901176516550783,0.8734567901234569,3,2
0.510600719534393,0.8784240272378547,0.7738468174982077,0.7136032830194116,0.7067901234567902,1,2
0.39483992073510965,0.8481943877636301,0.3916768313331707,0.6460354586790924,0.7932098765432101,1,2
0.6500834708236695,0.6253841947997976,0.9960735687822989,0.6460354586790924,0.9413580246913582,5,2
0.604337121735437,0.7363807047014079,0.9128974272211503,0.6039594379983595,0.7901234567901235,3,2
0.5464868807408153,0.9188432098420515,0.7272430393729462,0.6039594379983595,0.7839506172839508,2,1
0.6472153321509732,0.6298272752766402,0.9942505254723438,0.6258750499695162,0.9259259259259259,5,2
0.5186150984986102,0.9619531825166573,0.6723871647156202,0.4512916199214712,0.8641975308641976,3,2
0.39483992073510965,0.8532372050102643,0.40245978082464634,0.3491668600960898,0.8796296296296297,2,2
0.3974550113079023,0.8391261550760435,0.4060500373121041,0.579953601178403,0.8055555555555556,2,2
0.6140278928921672,0.7294542700564115,0.9208124134294071,0.5534163797468526,0.808641975308642,2,2
0.45793682941888897,0.9022747996590695,0.49335203092223545,0.6460354586790924,0.7808641975308642,3,2
0.4538438388702317,0.8992584771164566,0.4869859315551693,0.6258750499695162,0.7685185185185185,2,2
0.5479722773404594,0.8609952040010103,0.79812916226114,0.6983337201921797,0.7592592592592592,3,1
0.4011118631689751,0.8379323971125011,0.4138389778217928,0.4512916199214712,0.9320987654320989,5,2
0.3680188407998664,0.8163214234483046,0.3942621850203366,0.4901176516550783,0.9567901234567902,6,2
